id_est,n_mat,id_inst,id_seg,DNI,Esp,Fecha,Desc,img
845515204,889468,31400,9549,00971710,dermatology,2023-04-18 23:39:28,migraine,www.seguro.com/storage/estudios/img.png
675931524,067132,76508,9141,77477048,neurology,2023-02-04 03:02:52,diabetes,www.seguro.com/storage/estudios/img.png
520331461,054446,30886,7207,15278184,neurology,2023-02-23 14:03:08,asthma,www.seguro.com/storage/estudios/img.png
821109413,167986,19025,4719,59474107,dermatology,2023-10-15 14:40:28,asthma,www.seguro.com/storage/estudios/img.png
152682745,172927,04754,3503,51676453,oncology,2023-10-25 06:53:37,flu,www.seguro.com/storage/estudios/img.png
068425893,723822,22231,7750,42028601,neurology,2023-05-02 06:23:57,diabetes,www.seguro.com/storage/estudios/img.png
815861791,918371,93255,3812,44518555,orthopedics,2023-01-31 02:07:28,migraine,www.seguro.com/storage/estudios/img.png
091483225,233232,75897,6332,89020491,orthopedics,2023-12-07 10:05:43,flu,www.seguro.com/storage/estudios/img.png
126320071,214477,91785,1154,11633341,cardiology,2023-09-15 08:49:59,asthma,www.seguro.com/storage/estudios/img.png
056697299,186131,35636,8965,79882372,orthopedics,2023-01-31 06:07:55,diabetes,www.seguro.com/storage/estudios/img.png
634348060,924257,53978,4963,12338304,orthopedics,2023-06-23 18:24:53,migraine,www.seguro.com/storage/estudios/img.png
246733010,739174,70611,3773,69047716,orthopedics,2023-07-21 11:14:09,flu,www.seguro.com/storage/estudios/img.png
121285575,718138,92627,4346,04954522,dermatology,2023-06-20 12:40:35,migraine,www.seguro.com/storage/estudios/img.png
378364006,785642,10743,5886,83604636,orthopedics,2023-01-27 10:24:46,asthma,www.seguro.com/storage/estudios/img.png
194914252,032279,63223,8533,09713221,cardiology,2023-04-19 17:56:33,asthma,www.seguro.com/storage/estudios/img.png
585724579,100853,56049,9138,47882969,cardiology,2023-05-05 19:48:26,asthma,www.seguro.com/storage/estudios/img.png
540151194,244999,14619,3478,85953194,dermatology,2023-04-07 05:38:43,migraine,www.seguro.com/storage/estudios/img.png
842209820,123842,07033,7368,82649889,dermatology,2023-04-26 22:54:55,diabetes,www.seguro.com/storage/estudios/img.png
827312408,716052,65261,4505,54867375,cardiology,2023-06-25 11:30:24,diabetes,www.seguro.com/storage/estudios/img.png
684818784,511562,88900,9658,55740962,orthopedics,2023-12-01 15:28:34,asthma,www.seguro.com/storage/estudios/img.png
000113942,579244,34009,2006,59416928,orthopedics,2023-07-18 02:15:24,pneumonia,
916601983,764795,73097,9096,55229883,orthopedics,2023-12-29 07:51:07,migraine,www.seguro.com/storage/estudios/img.png
210746594,597424,50260,8483,38479443,dermatology,2023-07-06 00:07:41,flu,www.seguro.com/storage/estudios/img.png
582868961,419207,30579,1021,30704621,cardiology,2023-09-04 21:00:44,pneumonia,www.seguro.com/storage/estudios/img.png
595933351,237056,28874,6820,39209508,oncology,2023-05-24 03:43:52,pneumonia,www.seguro.com/storage/estudios/img.png
614964402,852873,80118,1661,54799992,orthopedics,2023-12-10 12:12:12,migraine,www.seguro.com/storage/estudios/img.png
812893699,699937,70820,6931,43419659,neurology,2023-07-12 17:13:32,pneumonia,www.seguro.com/storage/estudios/img.png
337189557,069595,04387,7715,58437855,cardiology,2023-06-02 01:17:09,pneumonia,www.seguro.com/storage/estudios/img.png
022455186,159677,57302,1099,12662033,orthopedics,2023-08-11 01:32:33,pneumonia,www.seguro.com/storage/estudios/img.png
939184252,797356,52476,9621,50385408,cardiology,2023-03-22 23:58:54,asthma,www.seguro.com/storage/estudios/img.png
316931441,350224,67295,2270,58037739,dermatology,2023-02-23 15:48:49,pneumonia,www.seguro.com/storage/estudios/img.png
863114851,604694,44705,2336,49378072,cardiology,2023-10-05 10:34:28,migraine,www.seguro.com/storage/estudios/img.png
255531488,866697,42144,4050,65727268,dermatology,2023-12-02 23:32:10,flu,www.seguro.com/storage/estudios/img.png
260993457,301321,19742,2187,73180589,orthopedics,2023-03-12 12:19:28,asthma,www.seguro.com/storage/estudios/img.png
221910233,154081,21363,1255,41301695,oncology,2023-09-11 01:15:53,pneumonia,www.seguro.com/storage/estudios/img.png
355491142,477224,45000,3058,96177289,neurology,2023-03-07 21:32:19,diabetes,www.seguro.com/storage/estudios/img.png
725908345,035450,86313,3448,80125046,orthopedics,2023-02-08 19:42:51,diabetes,www.seguro.com/storage/estudios/img.png
070172898,739025,47484,6167,98845100,dermatology,2023-08-29 16:26:44,pneumonia,
166702518,402678,04122,4530,77807910,orthopedics,2023-01-09 07:11:48,flu,www.seguro.com/storage/estudios/img.png
866422768,451883,45973,4529,50341875,oncology,2023-10-19 03:15:43,flu,www.seguro.com/storage/estudios/img.png
139064729,198040,78830,8296,96664599,oncology,2023-10-03 20:16:18,flu,
185122637,453375,54748,5996,67707682,neurology,2023-07-14 00:34:42,flu,www.seguro.com/storage/estudios/img.png
707054952,555513,81848,4058,50543719,dermatology,2023-10-15 04:55:20,pneumonia,www.seguro.com/storage/estudios/img.png
008261703,887467,98962,6075,22774057,neurology,2023-02-03 00:10:22,migraine,www.seguro.com/storage/estudios/img.png
946714425,781837,78645,7952,44198618,orthopedics,2023-01-25 22:16:40,migraine,www.seguro.com/storage/estudios/img.png
582119589,941292,53596,6652,43463319,orthopedics,2023-07-05 21:44:49,migraine,
301877633,838992,27460,2356,69772852,dermatology,2023-03-28 07:21:14,diabetes,www.seguro.com/storage/estudios/img.png
564802084,581905,14294,1195,93647921,oncology,2023-08-19 00:02:53,diabetes,www.seguro.com/storage/estudios/img.png
546311053,251634,54958,0036,40736094,orthopedics,2023-07-02 00:15:24,pneumonia,www.seguro.com/storage/estudios/img.png
661059304,275409,36106,7799,15723694,neurology,2023-08-04 15:51:20,migraine,www.seguro.com/storage/estudios/img.png
794115420,053524,95183,7848,46112303,oncology,2023-09-01 03:49:54,flu,www.seguro.com/storage/estudios/img.png
337201197,951897,55869,6529,23591184,orthopedics,2023-08-26 01:31:37,pneumonia,www.seguro.com/storage/estudios/img.png
222721720,988157,37781,6419,65105104,oncology,2023-03-14 07:35:09,diabetes,www.seguro.com/storage/estudios/img.png
068754743,131339,94334,6263,00053743,oncology,2023-08-31 10:44:06,diabetes,www.seguro.com/storage/estudios/img.png
560869025,224190,12532,1672,13006643,oncology,2023-09-24 09:22:35,asthma,
318389514,586711,16379,6235,61454130,orthopedics,2023-04-24 09:46:21,diabetes,www.seguro.com/storage/estudios/img.png
890487125,935548,57938,9304,76937806,dermatology,2023-06-17 11:22:40,asthma,www.seguro.com/storage/estudios/img.png
825278805,235498,73955,0389,84557537,neurology,2023-02-09 14:42:14,pneumonia,www.seguro.com/storage/estudios/img.png
194498698,117886,48727,9501,95910190,neurology,2023-05-02 03:26:42,asthma,www.seguro.com/storage/estudios/img.png
563603853,696426,60996,8787,95916646,neurology,2023-01-03 20:35:55,migraine,www.seguro.com/storage/estudios/img.png
025777002,571309,98503,0686,10637912,cardiology,2023-01-23 00:40:10,migraine,www.seguro.com/storage/estudios/img.png
826032677,162316,39225,2692,31327645,neurology,2023-12-28 17:27:45,pneumonia,www.seguro.com/storage/estudios/img.png
747596437,390097,00927,3026,46500740,cardiology,2023-08-19 22:25:38,asthma,www.seguro.com/storage/estudios/img.png
325480336,517317,61588,9252,71443788,neurology,2023-06-26 11:03:57,asthma,www.seguro.com/storage/estudios/img.png
668368777,291265,27531,0197,25001818,orthopedics,2023-09-16 07:14:12,pneumonia,www.seguro.com/storage/estudios/img.png
618483360,830777,86944,7105,20600537,oncology,2023-06-05 02:58:03,diabetes,www.seguro.com/storage/estudios/img.png
442535637,776586,47568,0928,80502110,neurology,2023-09-15 16:24:08,asthma,www.seguro.com/storage/estudios/img.png
514366968,009066,29649,4574,72403536,oncology,2023-11-20 05:52:23,asthma,www.seguro.com/storage/estudios/img.png
609808995,681461,12131,1137,15143490,dermatology,2023-10-23 09:16:48,asthma,www.seguro.com/storage/estudios/img.png
964649276,736599,90179,4388,47533438,neurology,2023-05-14 05:40:10,diabetes,www.seguro.com/storage/estudios/img.png
917503488,546311,24542,4566,68725431,dermatology,2023-11-05 00:30:56,migraine,www.seguro.com/storage/estudios/img.png
492521760,741644,98387,6214,61069287,cardiology,2023-02-12 20:31:48,flu,www.seguro.com/storage/estudios/img.png
638156892,736862,32938,2912,74283117,oncology,2023-12-06 06:07:51,asthma,www.seguro.com/storage/estudios/img.png
756832497,175741,19408,5894,55191657,neurology,2023-09-28 14:49:58,flu,
504328155,191842,12440,5291,75498836,dermatology,2023-08-29 05:17:58,asthma,www.seguro.com/storage/estudios/img.png
500537404,245902,25410,7757,05699358,neurology,2023-11-04 04:28:54,asthma,www.seguro.com/storage/estudios/img.png
710038286,083981,23016,8534,92561696,cardiology,2023-03-22 08:03:18,asthma,www.seguro.com/storage/estudios/img.png
189830112,237879,75296,7594,79121605,orthopedics,2023-09-28 05:07:39,flu,www.seguro.com/storage/estudios/img.png
883681999,040742,49896,4530,68696171,dermatology,2023-10-20 22:48:25,flu,www.seguro.com/storage/estudios/img.png
760291864,401339,29170,5959,25520826,dermatology,2023-08-18 10:27:50,pneumonia,www.seguro.com/storage/estudios/img.png
530728232,946023,02045,2652,79622775,cardiology,2023-08-31 18:33:13,migraine,www.seguro.com/storage/estudios/img.png
958785637,014652,38167,8622,14115542,neurology,2023-10-25 14:38:56,flu,www.seguro.com/storage/estudios/img.png
312383668,579835,20458,3514,97108700,dermatology,2023-12-18 05:14:54,asthma,www.seguro.com/storage/estudios/img.png
211663972,032066,05351,5553,47398128,dermatology,2023-04-04 15:44:43,diabetes,www.seguro.com/storage/estudios/img.png
625846529,376372,76947,7699,74058954,dermatology,2023-07-24 18:18:18,migraine,
287675847,588296,24277,5711,11406227,orthopedics,2023-12-23 17:50:28,diabetes,www.seguro.com/storage/estudios/img.png
368682011,336714,00331,3343,92967911,neurology,2023-03-30 00:36:07,diabetes,
266161209,154094,56667,0915,11295896,oncology,2023-01-05 04:11:22,asthma,www.seguro.com/storage/estudios/img.png
758825322,554624,55075,0238,26670531,orthopedics,2023-11-21 21:54:31,flu,www.seguro.com/storage/estudios/img.png
480650492,103234,15259,5902,89809891,cardiology,2023-02-14 09:07:31,diabetes,www.seguro.com/storage/estudios/img.png
757582854,992618,83157,7615,66074044,orthopedics,2023-08-24 23:26:43,asthma,www.seguro.com/storage/estudios/img.png
575864551,878072,06741,4181,45300721,oncology,2023-09-25 22:19:28,migraine,www.seguro.com/storage/estudios/img.png
216075357,939714,68358,2270,40985561,dermatology,2023-04-29 15:08:11,pneumonia,www.seguro.com/storage/estudios/img.png
799118809,768773,46040,1692,22792281,oncology,2023-09-17 20:40:11,diabetes,www.seguro.com/storage/estudios/img.png
524431561,196302,55356,6261,64075788,cardiology,2023-08-10 06:33:29,diabetes,www.seguro.com/storage/estudios/img.png
723660461,480631,73411,4520,23664335,dermatology,2023-04-27 02:00:29,migraine,www.seguro.com/storage/estudios/img.png
337037676,139057,89330,2937,58024434,cardiology,2023-10-23 23:05:37,flu,www.seguro.com/storage/estudios/img.png
193417934,977230,01746,0008,30657061,dermatology,2023-10-08 14:02:10,flu,www.seguro.com/storage/estudios/img.png
663838669,492956,46986,6525,00900514,oncology,2023-11-03 13:53:51,flu,www.seguro.com/storage/estudios/img.png
847225296,789107,43261,7579,13888322,neurology,2023-05-20 02:43:37,diabetes,www.seguro.com/storage/estudios/img.png
012111854,442410,99682,3639,46076394,neurology,2023-03-30 20:50:03,pneumonia,www.seguro.com/storage/estudios/img.png
415645304,937614,23680,7554,91706655,oncology,2023-03-25 09:51:46,diabetes,www.seguro.com/storage/estudios/img.png
052551406,333720,06260,7219,84595705,oncology,2023-06-28 03:05:54,asthma,www.seguro.com/storage/estudios/img.png
302401796,216176,18141,8353,00292499,oncology,2023-05-25 20:15:23,pneumonia,www.seguro.com/storage/estudios/img.png
674439548,986960,40198,6792,47039337,cardiology,2023-05-25 02:55:14,diabetes,www.seguro.com/storage/estudios/img.png
657944629,379535,45147,2197,00916529,oncology,2023-08-12 10:26:44,flu,www.seguro.com/storage/estudios/img.png
813884961,523592,58338,7638,90822772,orthopedics,2023-03-24 09:14:02,diabetes,www.seguro.com/storage/estudios/img.png
617222905,509127,04757,9802,04534153,orthopedics,2023-05-04 22:22:16,flu,www.seguro.com/storage/estudios/img.png
443009521,495421,40205,6630,92398502,orthopedics,2023-08-31 21:39:39,migraine,www.seguro.com/storage/estudios/img.png
187374271,900378,26015,2143,22806092,cardiology,2023-08-05 19:54:11,migraine,www.seguro.com/storage/estudios/img.png
649215257,811886,89985,8730,03469633,orthopedics,2023-03-10 20:07:29,diabetes,www.seguro.com/storage/estudios/img.png
994860584,904469,23128,0004,46196386,dermatology,2023-08-24 23:53:16,asthma,www.seguro.com/storage/estudios/img.png
184815941,433243,19095,9820,95843815,cardiology,2023-09-06 08:51:30,pneumonia,www.seguro.com/storage/estudios/img.png
631189405,434107,96354,4221,41998221,oncology,2023-05-11 02:40:04,flu,www.seguro.com/storage/estudios/img.png
442934554,861862,94998,8258,01114572,cardiology,2023-10-07 19:50:00,asthma,www.seguro.com/storage/estudios/img.png
983777925,786798,06598,6241,28585893,oncology,2023-04-15 12:35:44,diabetes,www.seguro.com/storage/estudios/img.png
299893930,723767,08598,2437,69087856,dermatology,2023-09-24 22:57:35,flu,www.seguro.com/storage/estudios/img.png
014614302,539847,63562,6457,31621965,orthopedics,2023-03-12 19:18:20,flu,www.seguro.com/storage/estudios/img.png
568722675,169021,36821,5680,12544861,cardiology,2023-10-29 21:53:02,pneumonia,www.seguro.com/storage/estudios/img.png
335186008,597041,82166,8227,92370795,neurology,2023-04-27 22:51:53,pneumonia,www.seguro.com/storage/estudios/img.png
319677725,398764,16521,5684,58707372,oncology,2023-12-16 13:31:57,flu,www.seguro.com/storage/estudios/img.png
774661776,450236,84413,6216,05068136,neurology,2023-12-19 08:18:18,migraine,www.seguro.com/storage/estudios/img.png
779193518,172959,89768,8550,01992324,orthopedics,2023-03-12 02:15:02,diabetes,www.seguro.com/storage/estudios/img.png
764278264,647667,40803,7841,08497428,dermatology,2023-07-01 16:32:03,migraine,www.seguro.com/storage/estudios/img.png
289845773,894354,29395,1378,45341227,orthopedics,2023-10-15 16:13:32,asthma,www.seguro.com/storage/estudios/img.png
447960367,446059,16040,4027,81805871,orthopedics,2023-08-01 00:42:59,migraine,www.seguro.com/storage/estudios/img.png
614489910,289919,07232,3163,44231793,orthopedics,2023-02-04 14:32:58,flu,www.seguro.com/storage/estudios/img.png
088234515,565595,35383,1911,84961916,oncology,2023-06-04 01:52:47,migraine,www.seguro.com/storage/estudios/img.png
093916993,288653,82371,5713,78748367,neurology,2023-05-22 08:56:13,diabetes,www.seguro.com/storage/estudios/img.png
573524028,144141,96214,8786,47267714,orthopedics,2023-11-17 05:11:29,diabetes,www.seguro.com/storage/estudios/img.png
994320269,970910,59433,9807,74264212,dermatology,2023-09-22 00:14:07,diabetes,
964708044,000785,88093,1792,22309383,cardiology,2023-08-09 01:14:23,pneumonia,www.seguro.com/storage/estudios/img.png
553028180,080511,28518,6328,13091293,orthopedics,2023-11-21 01:02:25,diabetes,www.seguro.com/storage/estudios/img.png
352953546,748879,65202,6258,77282590,cardiology,2023-11-08 08:06:06,asthma,www.seguro.com/storage/estudios/img.png
788073627,371532,86936,6534,54708246,orthopedics,2023-12-23 18:56:07,pneumonia,www.seguro.com/storage/estudios/img.png
231229224,115214,30778,9828,72088540,orthopedics,2023-03-06 10:08:22,flu,www.seguro.com/storage/estudios/img.png
738392418,038743,86833,2472,39404290,dermatology,2023-07-23 13:48:34,migraine,www.seguro.com/storage/estudios/img.png
766067069,300802,99887,1334,79342866,oncology,2023-05-31 01:20:19,migraine,www.seguro.com/storage/estudios/img.png
083690981,248979,27098,7134,37558732,neurology,2023-08-30 18:07:05,diabetes,www.seguro.com/storage/estudios/img.png
522181392,786196,14669,8409,11406879,cardiology,2023-01-19 02:38:36,migraine,www.seguro.com/storage/estudios/img.png
924118566,206166,38894,1504,63750440,neurology,2023-01-14 14:18:56,diabetes,www.seguro.com/storage/estudios/img.png
242673918,868685,55061,8858,01590625,oncology,2023-04-14 14:47:46,migraine,www.seguro.com/storage/estudios/img.png
424776364,495441,64567,5725,73094303,neurology,2023-10-24 04:54:28,diabetes,www.seguro.com/storage/estudios/img.png
031509069,782295,02288,5363,54993439,orthopedics,2023-12-12 02:46:02,migraine,www.seguro.com/storage/estudios/img.png
793184985,473805,04214,7316,99913981,cardiology,2023-06-05 20:16:45,pneumonia,www.seguro.com/storage/estudios/img.png
711828547,305268,24338,2541,77840649,neurology,2023-01-20 07:40:56,pneumonia,www.seguro.com/storage/estudios/img.png
092194169,156602,78711,1767,75822680,orthopedics,2023-02-18 16:09:28,asthma,www.seguro.com/storage/estudios/img.png
210740538,113145,53200,4678,72853877,oncology,2023-01-22 21:46:53,diabetes,www.seguro.com/storage/estudios/img.png
112159877,515646,80908,5170,03390990,cardiology,2023-07-02 09:13:50,asthma,www.seguro.com/storage/estudios/img.png
029458813,039747,11836,7526,11547177,orthopedics,2023-05-01 10:54:08,flu,www.seguro.com/storage/estudios/img.png
673473170,784480,69019,9841,63776235,neurology,2023-10-15 01:11:48,asthma,
611088697,492665,97679,3124,18444307,neurology,2023-07-18 12:23:06,asthma,www.seguro.com/storage/estudios/img.png
778768634,746162,67684,0048,72527988,neurology,2023-12-04 02:29:21,migraine,www.seguro.com/storage/estudios/img.png
028995983,819164,10675,1771,36769600,dermatology,2023-12-20 06:40:17,migraine,www.seguro.com/storage/estudios/img.png
769510034,890537,15127,0095,56125872,dermatology,2023-10-22 01:29:17,asthma,www.seguro.com/storage/estudios/img.png
200165959,668992,19426,8412,68646114,orthopedics,2023-03-31 04:50:58,diabetes,
351032753,721406,18605,5843,97153212,dermatology,2023-09-13 23:52:51,asthma,www.seguro.com/storage/estudios/img.png
457887662,334107,47733,0142,59886810,dermatology,2023-02-16 19:07:58,diabetes,www.seguro.com/storage/estudios/img.png
892906631,903886,88039,9488,01166137,orthopedics,2023-12-05 12:32:33,asthma,www.seguro.com/storage/estudios/img.png
365189447,121475,87292,5017,60392463,neurology,2023-07-13 05:32:00,pneumonia,www.seguro.com/storage/estudios/img.png
397194537,065696,44184,6482,08866837,neurology,2023-04-14 08:38:54,asthma,
769265056,526947,82508,2980,00428071,neurology,2023-04-17 02:31:55,diabetes,www.seguro.com/storage/estudios/img.png
399438146,859251,40606,8219,59603291,cardiology,2023-06-10 02:24:57,flu,www.seguro.com/storage/estudios/img.png
769221471,501096,87873,4738,14062865,orthopedics,2023-03-03 05:41:54,flu,www.seguro.com/storage/estudios/img.png
581082132,963738,97591,4169,71395986,orthopedics,2023-12-24 06:19:46,migraine,www.seguro.com/storage/estudios/img.png
779919861,656793,08989,1363,00981249,cardiology,2023-04-09 21:15:44,flu,www.seguro.com/storage/estudios/img.png
879412671,206269,27400,5349,42896873,dermatology,2023-06-18 04:21:40,pneumonia,www.seguro.com/storage/estudios/img.png
652855218,947739,34618,1196,57262349,dermatology,2023-04-09 23:52:45,pneumonia,www.seguro.com/storage/estudios/img.png
708980813,519863,11695,7099,79069245,dermatology,2023-02-01 19:31:30,migraine,www.seguro.com/storage/estudios/img.png
096054896,029064,11804,6075,44658576,neurology,2023-05-02 19:02:44,flu,www.seguro.com/storage/estudios/img.png
263623672,207435,69529,5868,42542303,cardiology,2023-08-23 21:47:38,flu,
140716808,089830,28701,0859,61721113,dermatology,2023-03-28 13:34:50,flu,www.seguro.com/storage/estudios/img.png
964498445,765392,77990,1665,02197158,dermatology,2023-08-10 22:54:41,flu,www.seguro.com/storage/estudios/img.png
154016207,286193,16053,7043,68020508,orthopedics,2023-02-05 12:56:48,asthma,www.seguro.com/storage/estudios/img.png
058823528,601944,62889,0926,19614716,orthopedics,2023-01-30 09:41:54,flu,www.seguro.com/storage/estudios/img.png
533906152,491062,73598,6217,09893916,cardiology,2023-12-05 17:02:47,diabetes,www.seguro.com/storage/estudios/img.png
326597777,361675,44348,9061,07059139,oncology,2023-03-29 15:41:17,pneumonia,www.seguro.com/storage/estudios/img.png
